
"ID","Item Name","Name","Population","Type","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment Whole cells ID"
"11","GTY029 25C 4 (cropped)_03","Mito 5","Mito","Object","0.0119","699","798","749.6","7496","30.34","662.11","699.91","682.2","6821.97","12.16","275","323","301.3","3013","14.55","321.1","330.68","324.95","3249.47","3.24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"12","GTY029 25C 4 (cropped)_03","Mito 6","Mito","Object","0.0524","665","786","719.02","31637","31.92","617.82","724.52","673.08","29615.73","23.66","261","342","302.55","13312","16.65","319.27","333.03","324.6","14282.61","4.01","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"13","GTY029 25C 4 (cropped)_03","Mito 7","Mito","Object","0.05","646","828","744","31248","36.82","653.61","828.17","725.01","30450.25","47.56","279","349","317.62","13340","16.41","319.29","335.88","324.63","13634.66","4.64","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6"
"14","GTY029 25C 4 (cropped)_03","Mito 8","Mito","Object","0.0119","620","707","660.9","6609","29.27","696.2","792.34","728.34","7283.43","28.37","267","295","278.4","2784","7.93","319.28","330.49","323.49","3234.94","3.59","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"15","GTY029 25C 4 (cropped)_03","Mito 9","Mito","Object","0.0143","606","704","667.67","8012","27.88","703.11","798.15","742.96","8915.51","27.14","255","336","276.83","3322","22.36","319.74","325.89","322.39","3868.67","2.02","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"16","GTY029 25C 4 (cropped)_03","Mito 10","Mito","Object","0.0798","735","862","795.99","53331","29.4","791.4","970.09","884.64","59271.14","44.19","283","370","324.42","21736","17.04","319.4","342.89","329.21","22057.25","6.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6"
"17","GTY029 25C 4 (cropped)_03","Mito 11","Mito","Object","0.0179","596","683","660.07","9901","23.17","661.1","770.46","712.42","10686.23","33.79","273","308","291.87","4378","12.31","319.56","331.36","324.76","4871.4","4.27","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"18","GTY029 25C 4 (cropped)_03","Mito 12","Mito","Object","0.0238","589","700","661.45","13229","31.03","731.04","785.99","763.49","15269.79","17.98","255","308","281.55","5631","11.56","319.98","338.74","327.14","6542.8","5.46","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"19","GTY029 25C 4 (cropped)_03","Mito 13","Mito","Object","0.0167","603","714","656","9184","30.44","682.99","798.63","737.16","10320.24","33.04","256","308","280.71","3930","12.65","319.24","330.8","324.42","4541.93","3.58","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"20","GTY029 25C 4 (cropped)_03","Mito 14","Mito","Object","0.0417","601","749","676.43","23675","31.5","668.45","837.66","771.67","27008.41","44.16","273","354","296.26","10369","16.1","319.55","363.66","334.69","11714.22","12.88","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"21","GTY029 25C 4 (cropped)_03","Mito 15","Mito","Object","0.0131","770","857","820","9020","25.45","908.96","978.7","940.54","10345.97","22.43","311","395","347.45","3822","24.54","320.04","331.59","326.2","3588.23","3.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6"
"22","GTY029 25C 4 (cropped)_03","Mito 16","Mito","Object","0.0274","688","773","728.48","16755","23.22","536.23","700.82","602.28","13852.44","41.49","296","341","317.43","7301","11.9","319.43","335.8","325.32","7482.31","4.5","1646","1854","1733.58","20803","63.26","2046","2301","2159.83","25918","76.33","N/A","N/A"
"23","GTY029 25C 4 (cropped)_03","Mito 17","Mito","Object","0.0345","649","762","715.55","20751","25.27","494.52","675.93","584.53","16951.33","50.14","261","329","299.28","8679","15.4","320.05","352.73","332.97","9656.23","9.13","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"24","GTY029 25C 4 (cropped)_03","Mito 18","Mito","Object","0.0262","668","776","707.73","15570","24.19","550.08","621.5","575.09","12651.94","16.09","277","355","304.82","6706","16.35","320.09","354.94","333.94","7346.67","10.85","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"25","GTY029 25C 4 (cropped)_03","Mito 19","Mito","Object","0.0167","710","787","748.79","10483","24.94","575.46","672.34","613.98","8595.75","32.96","280","345","315.43","4416","15.46","323.38","362.98","339.57","4754.02","11.86","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"26","GTY029 25C 4 (cropped)_03","Mito 20","Mito","Object","0.0179","648","777","699","10485","29.94","555.5","780.36","678.03","10170.42","64.43","270","310","292.93","4394","11.18","319.63","348.93","332.44","4986.61","9.21","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"27","GTY029 25C 4 (cropped)_03","Mito 21","Mito","Object","50.02","564","1084","822.97","34574446","65.56","437.19","3069.72","881.03","37013800","199.78","249","1257","448.74","18852667","120.45","319.15","15328.37","686.85","28855986","836.63","1637","2957","2062.12","4458295","155.68","2070","3739","2581.48","5581159","197.79","N/A","6"
