filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Number of contained Mito,Compartment ROIs ID
PSY109 colony 25C 02 m-35.csv,Mito 3,4,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.76,1693.34,863.82,173627.45,207.02,59.74,32.15,1.94,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 02 m-35.csv,Mito 4,5,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.15,1298.16,792.97,236306.25,109.69,57.83,33.73,1.83,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 02 m-35.csv,Mito 8,9,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.82,2099.79,798.3,1090475.25,193.79,55.27,34.05,2.68,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 02 m-35.csv,Mito 9,10,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588.92,1090.18,796.3,102723,109.15,56.82,34.43,1.96,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 02 m-35.csv,Mito 24,25,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.34,967.49,687.19,96207.09,87.56,56.52,34.46,3.3,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 02 m-50.csv,ROIs 1,1,207.06,446,808,598.35,104000000,39.99,239,1564,382.77,66564355,108.84,280.52,2526.77,597.41,104000000,104.39,NA,NA,NA,PSY109 colony 25C,ROIs,Object,16.44,16790.08,398.43,69286744,580.37,4,NA
PSY109 colony 25C 02 m-50.csv,Mito 3,4,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.76,1693.34,856.28,211501.89,208.41,59.74,32.15,1.96,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 02 m-50.csv,Mito 4,5,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.57,1298.16,782.17,479468.53,111.67,57.51,33.94,1.89,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 02 m-50.csv,Mito 21,22,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.34,967.49,685.07,112352.09,86.07,56.52,34.46,3.3,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 02 m-50.csv,Mito 23,24,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.82,2099.79,789.57,1290939,189.13,55.26,34.05,2.67,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 03 m-25.csv,ROIs 1,1,259.12,421,2045,615.68,134000000,67.96,234,1637,417.71,90902467,116.39,243.44,23329.51,616.99,134000000,323.95,NA,NA,NA,PSY109 colony 25C,ROIs,Object,1.63,21869.8,441.92,96171952,782.76,4,NA
PSY109 colony 25C 03 m-25.csv,Mito 1,2,0.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.86,1377.68,733.26,588074.81,121.36,60.27,23.2,2.02,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 03 m-25.csv,Mito 8,9,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.54,1315.35,779.72,410910.38,136.05,58.16,27.02,2.17,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 03 m-25.csv,Mito 22,23,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.08,9366.4,814.65,991426.94,468.74,58.15,22.06,2.65,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 03 m-25.csv,Mito 27,28,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.78,1225.89,700.87,379873.56,128.96,56.42,27.81,3.05,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 03 m-35.csv,ROIs 1,1,259.12,421,2045,615.68,134000000,67.96,234,1637,417.71,90902467,116.39,243.44,23329.51,616.99,134000000,323.95,NA,NA,NA,PSY109 colony 25C,ROIs,Object,1.63,21869.8,441.92,96171952,782.76,4,NA
PSY109 colony 25C 03 m-35.csv,Mito 2,3,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.87,1377.68,734.05,704692.06,123.39,60.27,23.2,2.03,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 03 m-35.csv,Mito 7,8,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.54,1315.35,774.8,453256.16,134.92,58.15,27.02,2.17,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 03 m-35.csv,Mito 18,19,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.08,9366.4,805.16,1111928.25,445.71,58.15,22.08,2.65,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 03 m-35.csv,Mito 23,24,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.52,1225.89,697.07,418243.37,130.85,56.42,27.81,3.06,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 03 m-50.csv,ROIs 1,1,259.12,421,2045,615.68,134000000,67.96,234,1637,417.71,90902467,116.39,243.44,23329.51,616.99,134000000,323.95,NA,NA,NA,PSY109 colony 25C,ROIs,Object,1.63,21869.8,441.92,96171952,782.76,4,NA
PSY109 colony 25C 03 m-50.csv,Mito 1,2,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.15,1416.03,740.9,960950,131.83,60.27,23.2,2.03,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 03 m-50.csv,Mito 2,3,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.95,1315.35,766.28,537927.88,134.19,58.15,27.03,2.17,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 03 m-50.csv,Mito 16,17,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.08,9366.4,796.4,1315645.88,475.55,58.13,22.12,2.66,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 03 m-50.csv,Mito 17,18,0.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.58,1225.89,691.94,512727.38,131.82,56.42,27.82,3.06,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-25.csv,ROIs 1,1,305.63,446,3330,633.13,163000000,84.88,234,2349,389.99,100000000,120.44,19.18,41592.06,635.31,163000000,402.24,NA,NA,NA,PSY109 colony 25C,ROIs,Object,1e-6,21136.02,408.13,105000000,707.77,7,NA
PSY109 colony 25C 04 m-25.csv,Mito 5,6,0.0655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.91,1120.34,867.53,47714.33,108.92,75.86,7.35,1.97,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-25.csv,Mito 6,7,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.75,1598.07,982.78,290902.53,217.9,73.68,11.61,2.24,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-25.csv,Mito 12,13,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709.49,982.97,844.11,13505.76,86.44,76.2,6.36,2.33,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-25.csv,Mito 21,22,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.09,2343,952.77,922279.06,374.21,77.85,7.41,3.04,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-25.csv,Mito 23,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.31,1774.52,759.22,639259.75,217.24,72.43,8.59,2.92,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-25.csv,Mito 24,25,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.09,1286.58,716.58,160513.17,190.33,71,10.39,3.33,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-25.csv,Mito 25,26,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.2,2292.9,911.1,501107.34,253.43,73.74,12.47,2.72,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-35.csv,ROIs 1,1,305.63,446,3330,633.13,163000000,84.88,234,2349,389.99,100000000,120.44,19.18,41592.06,635.31,163000000,402.24,NA,NA,NA,PSY109 colony 25C,ROIs,Object,1e-6,21136.02,408.13,105000000,707.77,6,NA
PSY109 colony 25C 04 m-35.csv,Mito 1,2,0.0822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.91,1120.34,862.51,59513.06,106.64,75.87,7.34,1.97,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-35.csv,Mito 6,7,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.2,2292.9,924.1,874193.88,246.21,73.72,12.17,2.56,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-35.csv,Mito 11,12,0.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709.49,982.97,830.15,19093.34,80.41,76.2,6.35,2.33,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-35.csv,Mito 12,13,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.09,2343,938.6,1034334.94,367.08,77.85,7.43,3.05,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-35.csv,Mito 19,20,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.54,2733.34,750.65,746901.5,228.66,72.43,8.6,2.93,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-35.csv,Mito 22,23,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.79,1286.58,711.13,170670.16,192.28,71,10.38,3.35,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-50.csv,ROIs 1,1,305.63,446,3330,633.13,163000000,84.88,234,2349,389.99,100000000,120.44,19.18,41592.06,635.31,163000000,402.24,NA,NA,NA,PSY109 colony 25C,ROIs,Object,1e-6,21136.02,408.13,105000000,707.77,6,NA
PSY109 colony 25C 04 m-50.csv,Mito 6,7,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.27,1120.34,846.97,91472.95,110.55,75.86,7.36,2,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-50.csv,Mito 8,9,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.2,2292.9,898.16,1073300.25,244.61,73.7,12.17,2.59,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-50.csv,Mito 10,11,0.0429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638.15,1032.6,813.52,29286.83,103.72,76.19,6.36,2.39,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-50.csv,Mito 13,14,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.19,2343,907.94,1293816.63,347.92,77.83,7.45,3.07,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-50.csv,Mito 19,20,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.54,3519.72,751.91,980493.75,263.63,72.46,8.61,2.93,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 04 m-50.csv,Mito 20,21,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.81,1286.58,699.92,205776.53,189.24,71,10.37,3.36,PSY109 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 01 m-25.csv,ROIs 1,1,275.7,441,1332,589.49,136000000,45.88,235,2596,434.05,101000000,190.44,248.7,10698.4,584.55,135000000,156.33,NA,NA,NA,PSY109 colony 25C 10,ROIs,Object,5.06,29136.9,453.62,105000000,954.56,4,NA
PSY109 colony 25C 10 01 m-25.csv,Mito 8,9,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.36,1525.79,784.1,1304738.63,217.27,29.77,18.75,2.59,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 01 m-25.csv,Mito 17,18,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.18,1601.43,751.74,737457.06,157.9,32.29,14.44,1.99,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 01 m-25.csv,Mito 18,19,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.84,3317.32,866.53,271223.56,378.21,31.79,16.78,2.98,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 01 m-25.csv,Mito 33,34,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.12,1205.77,700.38,172994.45,161.78,30.51,18.29,3.47,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 01 m-35.csv,ROIs 1,1,275.7,441,1332,589.49,136000000,45.88,235,2596,434.05,101000000,190.44,248.7,10698.4,584.55,135000000,156.33,NA,NA,NA,PSY109 colony 25C 10,ROIs,Object,5.06,29136.9,453.62,105000000,954.56,3,NA
PSY109 colony 25C 10 01 m-35.csv,Mito 5,6,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.18,1601.43,749.53,825978.06,159.02,32.29,14.45,1.98,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 01 m-35.csv,Mito 8,9,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.58,1525.79,767.47,1648530,212.25,29.87,18.68,2.71,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 01 m-35.csv,Mito 16,17,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.87,5362.49,866.48,299802.22,439.76,31.79,16.79,2.99,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 01 m-50.csv,ROIs 1,1,275.7,441,1332,589.49,136000000,45.88,235,2596,434.05,101000000,190.44,248.7,10698.4,584.55,135000000,156.33,NA,NA,NA,PSY109 colony 25C 10,ROIs,Object,5.06,29136.9,453.62,105000000,954.56,3,NA
PSY109 colony 25C 10 01 m-50.csv,Mito 3,4,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.52,1601.43,743.55,1011973.88,158.85,32.3,14.45,1.98,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 01 m-50.csv,Mito 13,14,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.59,5362.49,885.45,379856.56,526.93,31.81,16.78,2.97,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 01 m-50.csv,Mito 17,18,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.11,1525.79,752.79,1943697.38,211.19,29.88,18.67,2.74,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 02 m-25.csv,ROIs 1,1,224.79,434,928,586,111000000,41.99,245,2116,435.75,82264679,144.27,244.9,4241.19,582.56,110000000,124.6,NA,NA,NA,PSY109 colony 25C 10,ROIs,Object,16.53,30867.38,459.62,86770816,896.29,4,NA
PSY109 colony 25C 10 02 m-25.csv,Mito 11,12,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.12,1275.92,811.03,344688.5,152.66,30.4,38.14,2.32,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 02 m-25.csv,Mito 13,14,0.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.09,1232.4,804.16,262156.47,143.9,31.29,40.4,2,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 02 m-25.csv,Mito 22,23,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.5,1233.32,763.41,890132.31,129.5,26.99,42.15,2.24,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 02 m-25.csv,Mito 31,32,0.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.3,1595.24,739.43,604856.31,151.89,29.26,40.47,2.89,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 02 m-35.csv,ROIs 1,1,224.79,434,928,586,111000000,41.99,245,2116,435.75,82264679,144.27,244.9,4241.19,582.56,110000000,124.6,NA,NA,NA,PSY109 colony 25C 10,ROIs,Object,16.53,30867.38,459.62,86770816,896.29,4,NA
PSY109 colony 25C 10 02 m-35.csv,Mito 7,8,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.09,1232.4,799.58,278253.22,144.02,31.29,40.4,2.01,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 02 m-35.csv,Mito 10,11,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.12,1275.92,809.73,387052.41,152.12,30.39,38.14,2.32,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 02 m-35.csv,Mito 20,21,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.8,1233.32,764.29,1018032.44,130.88,26.98,42.16,2.24,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 02 m-35.csv,Mito 27,28,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.3,1595.24,734.35,676338.63,151.75,29.26,40.47,2.88,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 02 m-50.csv,ROIs 1,1,224.79,434,928,586,111000000,41.99,245,2116,435.75,82264679,144.27,244.9,4241.19,582.56,110000000,124.6,NA,NA,NA,PSY109 colony 25C 10,ROIs,Object,16.53,30867.38,459.62,86770816,896.29,4,NA
PSY109 colony 25C 10 02 m-50.csv,Mito 5,6,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.09,1232.4,778.91,343500.13,144.66,31.29,40.41,2.05,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 02 m-50.csv,Mito 7,8,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.28,1275.92,797.78,442766.37,154.66,30.38,38.14,2.33,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 02 m-50.csv,Mito 15,16,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.8,1233.32,762.33,1241836.25,133.73,26.98,42.16,2.23,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 02 m-50.csv,Mito 22,23,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.3,1971.24,728.67,824126.25,168.43,29.27,40.46,2.91,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 03 m-25.csv,ROIs 1,1,247.8,456,1012,596.91,124000000,42.41,226,2001,393.52,81896323,118.32,235.3,7523.64,591.16,123000000,130.4,NA,NA,NA,PSY109 colony 25C 10,ROIs,Object,6.28,26514.61,408.33,84978216,622.01,4,NA
PSY109 colony 25C 10 03 m-25.csv,Mito 7,8,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.01,2458.26,838.79,397588.69,268.51,69.09,58.9,1.91,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 03 m-25.csv,Mito 23,24,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.75,1251.95,742.13,83861.21,175.99,71.6,55.8,2.76,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY109 colony 25C 10 03 m-25.csv,Mito 28,29,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.97,1866,828.23,199602.83,265.46,71.05,57.05,3.31,PSY109 colony 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
