filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Number of contained Mito,Compartment ROIs ID
GTY029 clump 25C 01 m-35.csv,Mito 19,20,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.61,1688.86,826.26,1257563,234.28,15.83,19.76,3.18,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 01 m-50.csv,ROIs 1,1,193.76,454,1051,691.7,113000000,80.99,225,1347,394.5,64196342,96.47,237.51,2079.93,680.89,111000000,184.61,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,14454.39,390.61,63564328,521.81,4,NA
GTY029 clump 25C 01 m-50.csv,Mito 1,2,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.83,1258.68,825.4,227811.75,142.31,16.89,18.64,1.03,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 01 m-50.csv,Mito 5,6,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.89,1439.31,1041.42,277018.09,147.87,14.67,18.85,1.59,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 01 m-50.csv,Mito 9,10,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.78,1498.26,878.16,362678.13,202.72,15.12,23.82,2.66,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 01 m-50.csv,Mito 15,16,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.97,1688.86,816.02,1647547.63,233.6,15.83,19.77,3.19,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 02 m-25.csv,ROIs 1,1,228.09,462,1494,733.48,141000000,93.73,218,2804,485.71,93043171,254.43,240.19,11453.72,740.47,142000000,253.12,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,24869.47,510.01,97697632,990.41,3,NA
GTY029 clump 25C 02 m-25.csv,Mito 6,7,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822.78,1706.51,1101.62,137702.55,179.7,11.27,21.76,1.36,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 02 m-25.csv,Mito 9,10,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818.06,1820.06,1170.75,297369.91,209.97,12.32,20.25,1.72,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 02 m-25.csv,Mito 14,15,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.57,3328.04,1150.22,4687130,268.53,11.74,21.99,2.92,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 02 m-35.csv,ROIs 1,1,228.09,462,1494,733.48,141000000,93.73,218,2804,485.71,93043171,254.43,240.19,11453.72,740.47,142000000,253.12,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,24869.47,510.01,97697632,990.41,3,NA
GTY029 clump 25C 02 m-35.csv,Mito 6,7,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813.22,1706.51,1099.88,160582.38,185.15,11.27,21.76,1.36,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 02 m-35.csv,Mito 9,10,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818.06,1820.06,1171.67,357358.31,210.83,12.31,20.24,1.68,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 02 m-35.csv,Mito 12,13,5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.09,3328.04,1141.92,5319053.5,267.08,11.74,21.98,2.91,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 02 m-50.csv,ROIs 1,1,228.09,462,1494,733.48,141000000,93.73,218,2804,485.71,93043171,254.43,240.19,11453.72,740.47,142000000,253.12,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,24869.47,510.01,97697632,990.41,3,NA
GTY029 clump 25C 02 m-50.csv,Mito 4,5,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813.22,1706.51,1086.24,209643.95,179.25,11.27,21.76,1.37,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 02 m-50.csv,Mito 6,7,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818.06,1870.74,1181.53,466704.66,219.32,12.31,20.25,1.64,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 02 m-50.csv,Mito 14,15,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.87,3328.04,1123.17,6558217.5,269.82,11.73,21.97,2.96,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 03 m-25.csv,ROIs 1,1,216.79,463,939,648.18,118000000,65.55,218,1842,398.81,72611935,146.58,246.54,2251.65,652.24,119000000,163.98,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,25055.05,417.05,75932688,769.17,3,NA
GTY029 clump 25C 03 m-25.csv,Mito 11,12,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.68,1059.04,809.07,116505.54,131.7,27.41,55.91,0.8,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 03 m-25.csv,Mito 13,14,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.55,1456.98,1029.81,173008.31,165.32,26.41,53.94,2.11,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 03 m-25.csv,Mito 22,23,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.38,1846.99,985.41,1852565.25,211.43,25.91,55.7,2.79,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 03 m-35.csv,ROIs 1,1,216.79,463,939,648.18,118000000,65.55,218,1842,398.81,72611935,146.58,246.54,2251.65,652.24,119000000,163.98,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,25055.05,417.05,75932688,769.17,3,NA
GTY029 clump 25C 03 m-35.csv,Mito 10,11,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.68,1059.04,793.46,157104.95,128.33,27.36,55.94,0.753,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 03 m-35.csv,Mito 11,12,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.85,1456.98,1017.95,184248.34,171.3,26.41,53.94,2.13,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 03 m-35.csv,Mito 17,18,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.78,1846.99,973.62,2109839,210.86,25.91,55.71,2.77,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 03 m-50.csv,ROIs 1,1,216.79,463,939,648.18,118000000,65.55,218,1842,398.81,72611935,146.58,246.54,2251.65,652.24,119000000,163.98,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,25055.05,417.05,75932688,769.17,2,NA
GTY029 clump 25C 03 m-50.csv,Mito 8,9,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.88,1456.98,1002.86,244698.34,170.33,26.42,53.94,2.11,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 03 m-50.csv,Mito 16,17,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.78,1846.99,936.01,2840792.75,210.3,26.05,55.74,2.53,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 04 m-25.csv,ROIs 1,1,210.56,463,934,649.79,115000000,66.38,206,2080,345.73,61140073,124.36,243.57,1919.57,652.37,115000000,169.1,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,22031.08,356.31,63009824,519.24,4,NA
GTY029 clump 25C 04 m-25.csv,Mito 4,5,0.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729.3,784.87,748.79,8985.46,16.36,51.54,50.99,0.65,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 04 m-25.csv,Mito 5,6,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707.78,965.58,865.71,19045.67,73.78,51.72,51.52,0.736,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 04 m-25.csv,Mito 10,11,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.99,1919.57,936.22,1123469.75,212.14,50.65,50.42,2.6,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 04 m-25.csv,Mito 23,24,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.08,1386.78,843.39,111327.02,147.51,51.75,51.17,4.1,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 04 m-35.csv,ROIs 1,1,210.56,463,934,649.79,115000000,66.38,206,2080,345.73,61140073,124.36,243.57,1919.57,652.37,115000000,169.1,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,22031.08,356.31,63009824,519.24,4,NA
GTY029 clump 25C 04 m-35.csv,Mito 4,5,0.0321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.05,814.44,754.95,20383.76,29.39,51.54,50.99,0.7,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 04 m-35.csv,Mito 5,6,0.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707.78,965.58,864.7,20752.69,71.79,51.72,51.51,0.738,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 04 m-35.csv,Mito 18,19,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.42,1919.57,928.27,1297717.63,209.64,50.66,50.44,2.54,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 04 m-35.csv,Mito 21,22,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.08,1386.78,836.35,131307.14,148.88,51.75,51.17,4.11,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 04 m-50.csv,ROIs 1,1,210.56,463,934,649.79,115000000,66.38,206,2080,345.73,61140073,124.36,243.57,1919.57,652.37,115000000,169.1,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,22031.08,356.31,63009824,519.24,2,NA
GTY029 clump 25C 04 m-50.csv,Mito 13,14,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.42,1919.57,905.09,1790265.88,203.64,50.75,50.5,2.36,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 04 m-50.csv,Mito 17,18,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.23,1386.78,834.08,169318.06,155.36,51.75,51.17,4.1,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 05 m-25.csv,ROIs 1,1,285.35,461,1386,689.95,165000000,80.96,232,1613,413.41,99073572,134.21,230.13,7921.3,691.74,166000000,225.28,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1.37,20776.21,427.91,103000000,722.14,4,NA
GTY029 clump 25C 05 m-25.csv,Mito 2,3,0.0405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563.05,774.84,673.85,22910.9,50.53,68.18,36.76,0.909,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 05 m-25.csv,Mito 3,4,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.92,1336.18,932.29,263838.53,135.94,69.61,37.71,1.14,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 05 m-25.csv,Mito 17,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.58,1753.43,922.33,1549516.75,181.6,67.18,38,2.78,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 05 m-25.csv,Mito 18,19,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.52,3391.22,896.45,1359015.88,247.73,64.13,36.96,3.13,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 05 m-35.csv,ROIs 1,1,285.35,461,1386,689.95,165000000,80.96,232,1613,413.41,99073572,134.21,230.13,7921.3,691.74,166000000,225.28,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1.37,20776.21,427.91,103000000,722.14,4,NA
GTY029 clump 25C 05 m-35.csv,Mito 2,3,0.0703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.64,813.7,673.51,39737.18,55.92,68.21,36.75,0.915,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 05 m-35.csv,Mito 3,4,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.92,1336.18,928.34,318420.34,133.77,69.59,37.67,1.14,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 05 m-35.csv,Mito 15,16,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.64,1753.43,921.32,1810389.88,182.2,67.17,38.01,2.72,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 05 m-35.csv,Mito 16,17,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.52,3391.22,893.5,1510008.63,245.38,64.12,36.96,3.13,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 05 m-50.csv,ROIs 1,1,285.35,461,1386,689.95,165000000,80.96,232,1613,413.41,99073572,134.21,230.13,7921.3,691.74,166000000,225.28,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1.37,20776.21,427.91,103000000,722.14,3,NA
GTY029 clump 25C 05 m-50.csv,Mito 3,4,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.64,1336.18,877.7,517841.78,155.73,69.34,37.48,1.09,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 05 m-50.csv,Mito 11,12,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.64,1753.43,922.48,2276689.5,181.12,67.16,38.03,2.64,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 05 m-50.csv,Mito 12,13,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.52,5057.83,889.71,1839928.63,264.12,64.1,36.96,3.14,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 06 m-25.csv,ROIs 1,1,182.76,465,1018,690.97,106000000,85.37,229,2050,384.91,59079243,133.81,246.02,2131.03,700.53,108000000,205.42,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,21041.72,402.78,61821788,721.61,3,NA
GTY029 clump 25C 06 m-25.csv,Mito 7,8,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722.9,1174.3,951.04,205424.23,103.91,77.65,30.52,0.886,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 06 m-25.csv,Mito 12,13,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.27,2131.03,1140.82,1828734.75,237.65,77.54,30.78,2.74,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 06 m-25.csv,Mito 21,22,0.0845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.1,1096.55,794.38,56400.79,139.87,76.07,30.86,3.52,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 06 m-35.csv,ROIs 1,1,182.76,465,1018,690.97,106000000,85.37,229,2050,384.91,59079243,133.81,246.02,2131.03,700.53,108000000,205.42,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,21041.72,402.78,61821788,721.61,3,NA
GTY029 clump 25C 06 m-35.csv,Mito 7,8,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668.36,1180.91,944.21,254936.53,110.95,77.66,30.53,0.869,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 06 m-35.csv,Mito 20,21,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.79,1293.62,796.01,67661.06,159.74,76.06,30.86,3.52,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 06 m-35.csv,Mito 22,23,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.72,2131.03,1127.27,2034722.75,243.34,77.57,30.79,2.76,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 06 m-50.csv,ROIs 1,1,182.76,465,1018,690.97,106000000,85.37,229,2050,384.91,59079243,133.81,246.02,2131.03,700.53,108000000,205.42,NA,NA,NA,GTY029 clump 25C,ROIs,Object,1e-6,21041.72,402.78,61821788,721.61,2,NA
GTY029 clump 25C 06 m-50.csv,Mito 2,3,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646.74,1180.91,932.02,345779.22,119.98,77.68,30.53,0.846,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 06 m-50.csv,Mito 7,8,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.72,2131.03,1093.82,2579227.75,254.44,77.53,30.81,2.82,GTY029 clump 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 03 m-25.csv,ROIs 1,1,178.63,476,943,665.84,99892702,64.56,229,1645,396.32,59457167,115.55,309.34,1955.61,673.33,101000000,165.44,NA,NA,NA,GTY029 clump 25C 10,ROIs,Object,6.53,17739,419.79,62978680,651.07,4,NA
GTY029 clump 25C 10 03 m-25.csv,Mito 1,2,0.0822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.03,1037.63,854.65,58971.16,76.78,57.49,60.58,0.713,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 03 m-25.csv,Mito 32,33,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605.72,1373.59,963.34,448914.97,137.37,54.87,57.42,1.8,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 03 m-25.csv,Mito 33,34,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.48,1495.67,956.06,1563154.38,178.4,56.74,60.05,2.64,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 03 m-25.csv,Mito 43,44,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.47,1389.92,892.72,243711.94,147.89,58.74,61.23,2.82,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 03 m-35.csv,ROIs 1,1,178.63,476,943,665.84,99892702,64.56,229,1645,396.32,59457167,115.55,309.34,1955.61,673.33,101000000,165.44,NA,NA,NA,GTY029 clump 25C 10,ROIs,Object,6.53,17739,419.79,62978680,651.07,4,NA
GTY029 clump 25C 10 03 m-35.csv,Mito 1,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.37,1037.63,841.74,70706.42,79.49,57.48,60.58,0.718,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 03 m-35.csv,Mito 27,28,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571.14,1451.47,962.42,509120.22,138.49,54.88,57.42,1.8,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 03 m-35.csv,Mito 28,29,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.48,1495.67,951.6,1777590.13,180.98,56.74,60.06,2.63,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 03 m-35.csv,Mito 39,40,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.47,1389.92,886.89,274049.16,153.64,58.74,61.23,2.83,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 03 m-50.csv,ROIs 1,1,178.63,476,943,665.84,99892702,64.56,229,1645,396.32,59457167,115.55,309.34,1955.61,673.33,101000000,165.44,NA,NA,NA,GTY029 clump 25C 10,ROIs,Object,6.53,17739,419.79,62978680,651.07,4,NA
GTY029 clump 25C 10 03 m-50.csv,Mito 1,2,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.37,1037.63,814.38,110755.66,84.23,57.49,60.57,0.662,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 03 m-50.csv,Mito 24,25,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571.14,1451.47,954.8,675995,136.25,54.89,57.4,1.79,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 03 m-50.csv,Mito 29,30,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.48,1495.67,946.95,2249001.75,182.3,56.75,60.09,2.6,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 03 m-50.csv,Mito 34,35,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.44,1389.92,874.18,339181.31,165.54,58.73,61.24,2.84,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 04 m-25.csv,ROIs 1,1,307.63,477,1171,707.26,183000000,82.29,224,1577,393.62,102000000,112.85,259.35,4621.79,699.93,181000000,197.13,NA,NA,NA,GTY029 clump 25C 10,ROIs,Object,25.71,18505.45,401.17,104000000,610.43,5,NA
GTY029 clump 25C 10 04 m-25.csv,Mito 10,11,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.41,1553.43,919.95,929152.25,175.69,52.81,47.83,2.29,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 clump 25C 10 04 m-25.csv,Mito 18,19,0.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.67,1687.44,1095.69,884221.63,210.1,55.32,48.05,2.27,GTY029 clump 25C 10,Mito,Object,NA,NA,NA,NA,NA,NA,1
