filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Number of contained Mito,Compartment ROIs ID
GTY029 colony 25C 01 m-50.csv,Mito 23,24,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.72,1925.74,861.66,957299.13,262.18,4.28,29.24,3.12,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 01 m-50.csv,Mito 24,25,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.32,1435.01,830.98,555925.19,184.74,6.19,29.98,2.82,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 01 m-50.csv,Mito 42,43,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630.86,851.75,738.81,11821.02,68.39,4.98,28.56,4.5,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-25.csv,ROIs 1,1,210.46,479,1109,707.19,125000000,85.04,221,1657,393.9,69624336,109.27,236.68,5509.62,722.15,128000000,222.76,NA,NA,NA,GTY029 colony 25C,ROIs,Object,48.21,20049.54,418.22,73922856,655.93,6,NA
GTY029 colony 25C 02 m-25.csv,Mito 3,4,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.16,1353.09,1034.97,210098.25,141.12,34.03,39.98,0.863,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-25.csv,Mito 9,10,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644.48,1373.23,1007.37,154127.19,152.01,31.82,39.06,1,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-25.csv,Mito 22,23,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.73,4905.83,1149.83,1870766.25,500.7,34.43,37.87,2.92,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-25.csv,Mito 25,26,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712.61,2039.47,1142.28,659097,220.13,37.03,35.86,2.82,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-25.csv,Mito 27,28,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.37,1950.17,931.82,1024068.94,284.73,32.16,39.75,3.17,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-25.csv,Mito 39,40,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.71,1200.31,878.13,111522.86,113.08,32.89,39.03,4.08,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-35.csv,ROIs 1,1,210.46,479,1109,707.19,125000000,85.04,221,1657,393.9,69624336,109.27,236.68,5509.62,722.15,128000000,222.76,NA,NA,NA,GTY029 colony 25C,ROIs,Object,48.21,20049.54,418.22,73922856,655.93,6,NA
GTY029 colony 25C 02 m-35.csv,Mito 4,5,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703.75,1353.09,1018.78,269976.25,140.78,34.05,39.96,0.826,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-35.csv,Mito 13,14,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627.52,1386.06,1017.27,185142.63,155.72,31.82,39.06,1.05,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-35.csv,Mito 22,23,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712.61,2039.47,1137.28,751743,217.69,37.04,35.86,2.83,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-35.csv,Mito 23,24,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.91,5509.62,1147.58,2079408.88,509.62,34.44,37.85,2.91,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-35.csv,Mito 29,30,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.22,1978.69,923.28,1142096.88,289.68,32.16,39.75,3.18,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-35.csv,Mito 36,37,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.71,1200.31,871,131520.89,111.59,32.89,39.03,4.09,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-50.csv,ROIs 1,1,210.46,479,1109,707.19,125000000,85.04,221,1657,393.9,69624336,109.27,236.68,5509.62,722.15,128000000,222.76,NA,NA,NA,GTY029 colony 25C,ROIs,Object,48.21,20049.54,418.22,73922856,655.93,6,NA
GTY029 colony 25C 02 m-50.csv,Mito 2,3,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.44,1353.09,992.23,392923.38,150.76,34.04,39.96,0.801,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-50.csv,Mito 9,10,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627.52,1386.06,1005.49,284552.97,168.4,31.83,39.07,1.06,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-50.csv,Mito 20,21,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617.68,2039.47,1126.42,910144.88,211.83,37.04,35.86,2.85,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-50.csv,Mito 21,22,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.79,5509.62,1134.69,2517870.25,536.68,34.44,37.84,2.9,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-50.csv,Mito 27,28,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.98,1978.69,923.51,1412973,302.4,32.18,39.75,3.19,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 02 m-50.csv,Mito 40,41,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638.65,1200.31,868.97,171186.56,115.58,32.89,39.03,4.1,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-25.csv,ROIs 1,1,273.5,469,1034,716.24,165000000,82.82,233,2058,450.22,103000000,162.84,225.6,3514.54,723.5,166000000,201.04,NA,NA,NA,GTY029 colony 25C,ROIs,Object,0.00192,22699.13,478.89,110000000,743.03,7,NA
GTY029 colony 25C 03 m-25.csv,Mito 1,2,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.06,1056.38,818.36,192313.48,86.48,46,49.57,0.64,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-25.csv,Mito 18,19,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.87,2303.43,1051.09,2796949.5,175.77,49.26,48.65,2.19,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-25.csv,Mito 19,20,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684.57,1613.18,952.07,489364,122.4,45.54,51.52,1.37,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-25.csv,Mito 26,27,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588.74,1837.29,1016.85,334543.16,223.37,46.54,48.8,2.82,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-25.csv,Mito 33,34,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.61,1290.11,809.5,210468.89,167.43,44.49,49.53,3.8,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-25.csv,Mito 35,36,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638.34,1789.11,1047.92,242069.41,223.92,49.7,49.19,3.99,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-25.csv,Mito 40,41,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.2,1732.08,954.18,2455098.25,214.7,43.82,51.46,1.95,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-35.csv,ROIs 1,1,273.5,469,1034,716.24,165000000,82.82,233,2058,450.22,103000000,162.84,225.6,3514.54,723.5,166000000,201.04,NA,NA,NA,GTY029 colony 25C,ROIs,Object,0.00192,22699.13,478.89,110000000,743.03,7,NA
GTY029 colony 25C 03 m-35.csv,Mito 2,3,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.39,1056.38,813.38,230186.58,90.85,46,49.57,0.652,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-35.csv,Mito 17,18,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.11,1732.08,946.33,2839942,217.63,43.83,51.46,1.94,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-35.csv,Mito 18,19,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684.57,1690.48,951.37,558453.31,128.98,45.54,51.53,1.37,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-35.csv,Mito 24,25,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.43,2339.31,1047.61,3216171.5,181.04,49.26,48.66,2.19,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-35.csv,Mito 27,28,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.17,1837.29,994.83,374055.34,224.68,46.54,48.8,2.83,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-35.csv,Mito 34,35,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.61,1290.11,813.66,237587.52,168.94,44.49,49.52,3.79,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-35.csv,Mito 37,38,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638.34,1789.11,1037.57,258356.08,221.01,49.7,49.2,4,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-50.csv,ROIs 1,1,273.5,469,1034,716.24,165000000,82.82,233,2058,450.22,103000000,162.84,225.6,3514.54,723.5,166000000,201.04,NA,NA,NA,GTY029 colony 25C,ROIs,Object,0.00192,22699.13,478.89,110000000,743.03,7,NA
GTY029 colony 25C 03 m-50.csv,Mito 3,4,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.26,1063.6,808.94,311443.66,94.21,46,49.57,0.671,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-50.csv,Mito 16,17,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.57,1697.09,953.49,727514.19,143.94,45.55,51.53,1.39,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-50.csv,Mito 22,23,4.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.49,2572.18,1039.91,4201219,190.04,49.25,48.68,2.2,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-50.csv,Mito 25,26,0.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.17,1837.29,968.14,438567.5,220.31,46.54,48.8,2.85,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-50.csv,Mito 32,33,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.61,1290.11,807.77,316644.41,166.11,44.51,49.53,3.77,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-50.csv,Mito 35,36,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.43,1789.11,1019.13,340390.19,215.37,49.72,49.19,3.94,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 03 m-50.csv,Mito 41,42,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.28,1833.31,927.17,3570525.5,225.03,43.83,51.45,1.94,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-25.csv,ROIs 1,1,223.07,453,1207,696.83,131000000,78.83,206,1165,321.31,60193619,63.22,204.91,7673.57,709.17,133000000,215.22,NA,NA,NA,GTY029 colony 25C,ROIs,Object,43.59,8872.92,331.03,62014724,255.34,8,NA
GTY029 colony 25C 04 m-25.csv,Mito 7,8,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.26,2399.39,1320.81,797769,341.94,60.19,25.44,2.37,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-25.csv,Mito 12,13,0.0726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752.8,1522.08,1034.25,63089.27,227.74,57.19,26.41,1.38,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-25.csv,Mito 13,14,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901.74,1173.76,1042.1,10421.04,83.32,58.24,27.92,1.11,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-25.csv,Mito 16,17,0.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133.74,1932.06,1534.58,85936.44,164.31,57.39,27.59,1.58,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-25.csv,Mito 31,32,0.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.15,1331.55,1020.71,28579.81,195.39,59.17,24.94,3.23,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-25.csv,Mito 36,37,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.33,1233.99,937.77,63768.41,132.6,58.38,25.77,4.05,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-25.csv,Mito 37,38,0.0369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799.88,1270,1003.64,31112.85,114.23,59.48,26.41,4.18,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-25.csv,Mito 38,39,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.5,1859.22,1164.53,454165.5,257.41,59.04,27.61,3.25,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-35.csv,ROIs 1,1,223.07,453,1207,696.83,131000000,78.83,206,1165,321.31,60193619,63.22,204.91,7673.57,709.17,133000000,215.22,NA,NA,NA,GTY029 colony 25C,ROIs,Object,43.59,8872.92,331.03,62014724,255.34,10,NA
GTY029 colony 25C 04 m-35.csv,Mito 8,9,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.26,2399.39,1271.67,971556.06,345.39,60.17,25.47,2.31,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-35.csv,Mito 11,12,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712.28,1522.08,1034.18,97212.82,228.7,57.21,26.41,1.37,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-35.csv,Mito 12,13,0.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881.1,1231.69,1029.09,23669.15,104.55,58.23,27.91,1.08,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-35.csv,Mito 15,16,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040.48,1932.06,1494.45,101622.44,187.54,57.38,27.6,1.6,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-35.csv,Mito 31,32,0.0512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.45,1585.22,1019.51,43838.93,227.69,59.17,24.94,3.24,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-35.csv,Mito 38,39,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.33,1340.22,948.2,91026.84,168.2,58.38,25.77,4.03,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-35.csv,Mito 39,40,0.0524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781.82,1270,980.63,43147.84,118.97,59.49,26.42,4.18,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-35.csv,Mito 40,41,0.0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.62,921.54,846.03,10998.38,70.81,57.67,26.55,3.92,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-35.csv,Mito 41,42,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.5,2071.49,1145.17,584036,268.51,59.03,27.6,3.26,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-35.csv,Mito 42,43,0.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653.34,987.91,827.29,9927.5,108.66,56.43,29.47,4.08,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-50.csv,ROIs 1,1,223.07,453,1207,696.83,131000000,78.83,206,1165,321.31,60193619,63.22,204.91,7673.57,709.17,133000000,215.22,NA,NA,NA,GTY029 colony 25C,ROIs,Object,43.59,8872.92,331.03,62014724,255.34,11,NA
GTY029 colony 25C 04 m-50.csv,Mito 7,8,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647.02,2399.39,1196.38,1327985.38,346.24,60.13,25.51,2.16,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-50.csv,Mito 11,12,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712.28,1522.08,1015.55,178736.89,215.82,57.26,26.39,1.29,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-50.csv,Mito 12,13,0.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856.73,1330.46,1047.2,58642.93,113.33,58.23,27.91,1.14,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-50.csv,Mito 14,15,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916.99,1989.05,1423.97,165180.67,217.59,57.38,27.61,1.64,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-50.csv,Mito 18,19,0.0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.78,1275.45,1179.66,21233.85,54.04,58.68,24.69,1.9,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-50.csv,Mito 29,30,0.0738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.45,1585.22,1020.78,63288.63,228.56,59.17,24.95,3.26,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-50.csv,Mito 34,35,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568.34,1492.05,944.39,141658.17,200.26,58.38,25.77,4.02,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-50.csv,Mito 36,37,0.0786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745.2,1270,967.05,63825.06,128.1,59.49,26.42,4.19,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-50.csv,Mito 37,38,0.0357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.99,1401.03,868.51,26055.32,215.32,57.66,26.55,3.92,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 04 m-50.csv,Mito 38,39,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568.94,2107.26,1116.28,785859.44,282.1,59.03,27.61,3.25,GTY029 colony 25C,Mito,Object,NA,NA,NA,NA,NA,NA,1
